,date,stock_code,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,MA5,MA20,MA60,RSI,MACD,Signal,MACD_hist,BB_upper,BB_middle,BB_lower,Volume_MA,Volume_Ratio,ATR,Volatility,ROC,MACD_signal,RSI_signal
28,2024-02-19,300750,158.7,153.83,158.7,152.83,270925,4355156562.0,3.75,-1.76,-2.75,0.7,152.0608865094038,147.98352057240928,148.38578654369866,54.1041319251436,1.0479452007004966,-0.4040489783035319,1.4519941790040285,157.44878258489538,147.0215,136.59421741510462,318687.15,0.8501284096330837,6.464285714285713,4.202226948115265,7.019618756087387,金叉,中性
29,2024-02-20,300750,155.62,152.07,155.62,149.81,221948,3506366283.0,3.78,-1.14,-1.76,0.57,152.06392433960252,148.37270908932268,148.5065804275118,54.09410892923303,1.2237102544104914,-0.07849713176072726,1.3022073861712187,157.98807028655662,147.353,136.7179297134434,321148.45,0.6911071811182647,6.478571428571428,4.260256085073602,8.034953111679455,金叉,中性
30,2024-02-21,300750,151.12,154.94,157.04,150.08,257827,4135575623.0,4.58,1.89,2.87,0.66,153.02261622640168,148.99816536653006,148.7175122167737,56.84154555122297,1.5764183705148014,0.2524859686943785,1.3239324018204228,158.64199284224068,147.5655,136.4890071577593,319805.15,0.8062002753864345,6.584285714285713,4.249571262608566,15.20559149379135,金叉,中性
31,2024-02-22,300750,155.07,154.09,155.07,152.62,209559,3349275886.0,1.58,-0.55,-0.85,0.54,153.37841081760112,149.4831019982891,148.89365935720735,54.798206278026896,1.7669854885963616,0.5553858726747751,1.2115996159215865,159.3915537703323,147.971,136.5504462296677,319402.35,0.6560972391092301,6.374285714285711,4.136728998822578,6.0276611848895545,金叉,中性
32,2024-02-23,300750,155.71,154.24,155.74,152.8,210176,3368773226.0,1.91,0.1,0.15,0.54,153.66560721173408,149.93613990321396,149.0689492143481,60.31434184675834,1.9081194359412166,0.8259325853280635,1.0821868506131531,160.02591616700073,148.26550000000003,136.50508383299933,314521.75,0.6682399547885003,6.227142857142853,4.03730735032602,8.0414681983749,金叉,中性
33,2024-02-26,300750,152.97,149.74,153.73,148.44,360664,5638931754.0,3.43,-2.92,-4.5,0.93,152.3570714744894,149.91745991243167,149.09095087945144,58.565433040824125,1.6379751561009641,0.9883410994826437,0.6496340566183204,160.09856609985823,148.32049999999998,136.54243390014173,319257.5,1.1296962483261943,6.372857142857138,4.25594840580816,7.156147130384993,金叉,中性
34,2024-02-27,300750,148.82,151.57,151.59,148.28,290401,4531078101.0,2.21,1.22,1.83,0.75,152.09471431632628,150.07484468267626,149.17223117848582,67.79908295122965,1.553640177239231,1.1014009150339612,0.4522392622052698,160.28863503476788,148.42900000000003,136.56936496523218,313533.15,0.9262210391468971,6.106428571428566,4.028784437176596,4.04310818231739,金叉,中性
35,2024-02-28,300750,151.92,150.75,157.04,150.75,400917,6423464926.0,4.15,-0.54,-0.82,1.03,151.6464762108842,150.13914518908805,149.22396130378135,57.13909378292938,1.4044473570228604,1.1620102034317412,0.24243715359111917,160.48173689227883,148.584,136.68626310772117,317426.05,1.263024884063548,5.683571428571424,3.770196635868275,-0.8680213059775066,金叉,中性
36,2024-02-29,300750,149.84,157.25,157.51,149.4,391675,6315294345.0,5.38,4.31,6.5,1.01,153.5143174739228,150.81636945679395,149.48711011349343,67.29529720697064,1.790071815747666,1.2876225258949263,0.5024492898527397,161.57213028160407,149.0855,136.59886971839592,324574.3,1.206734482674691,5.981428571428566,3.8037701567113293,2.549889135254979,金叉,中性
37,2024-03-01,300750,157.27,158.29,159.3,156.14,281013,4610970231.0,2.01,0.66,1.04,0.72,155.10621164928187,151.52814379424214,149.77572945403463,73.23978952643446,2.154762524825543,1.4610505256810498,0.6937119991444931,162.70709228913358,149.56300000000002,136.41890771086645,323885.15,0.8676316280632193,5.803571428571426,3.6664169742696484,1.0920934985310993,金叉,超买
38,2024-03-04,300750,158.74,157.64,161.6,156.51,268086,4424835389.0,3.22,-0.41,-0.65,0.69,155.95080776618792,152.11022533764765,150.03357438996792,67.27325245522816,2.364081313706208,1.6416566832860815,0.7224246304201267,163.57450436192056,150.25799999999998,136.9414956380794,323698.8,0.8281958413191522,5.295714285714283,3.3593721680501667,2.47676005980626,金叉,中性
39,2024-03-05,300750,155.84,158.39,158.94,153.74,275496,4478109343.0,3.3,0.48,0.75,0.71,156.76387184412528,152.70829911501454,150.30755555750994,60.90407177363697,2.5609654780576534,1.825518442240396,0.7354470358172573,164.13901978870135,151.1395,138.13998021129865,326589.85,0.8435534662207047,5.0642857142857105,3.1973519251756497,4.155980798316561,金叉,中性
40,2024-03-06,300750,156.32,157.38,160.64,155.44,187180,3067856204.0,3.28,-0.64,-1.01,0.48,156.96924789608352,153.1532230088227,150.53943898185386,57.033426183844,2.6054648606343562,1.9815077259191882,0.623957134715168,162.9288018448341,152.284,141.63919815516587,319585.15,0.5856968009934128,5.1649999999999965,3.281865548354299,1.5748031496062964,金叉,中性
41,2024-03-07,300750,156.74,153.89,157.91,153.22,221450,3568786297.0,2.98,-2.22,-3.49,0.57,155.94283193072235,153.22339224607768,150.6492934414652,45.357266137383455,2.3322325836145694,2.0516526974582647,0.2805798861563047,162.85610401739766,152.712,142.56789598260232,300896.6,0.73596710630828,5.062857142857139,3.289919515795139,-0.12979427607243688,金叉,中性
42,2024-03-08,300750,152.87,151.74,154.54,150.39,202170,3194520067.0,2.7,-1.4,-2.15,0.52,154.54188795381492,153.0821167940703,150.68505431223684,46.31653154740923,1.9200735906946136,2.0253368761055346,-0.105263285410921,162.18329962516816,153.161,144.13870037483184,297020.7,0.6806596307934093,4.939999999999998,3.2555687359957806,-1.6208506224066443,死叉,中性
43,2024-03-11,300750,158.74,174.59,175.39,157.84,763350,13248182793.0,11.57,15.06,22.85,1.96,161.22459196920997,155.13048662320645,151.46882302331105,72.76587141124143,3.3980678430713738,2.2998830694987027,1.098184773572671,166.1893705794827,154.90349999999998,143.61762942051726,319835.2,2.3866978994182,6.21428571428571,3.5593594789424996,16.59543208227594,金叉,超买
44,2024-03-12,300750,177.08,179.58,180.17,173.74,621649,11428112945.0,3.68,2.86,4.99,1.6,167.34306131280667,157.4590117067106,152.39050095697297,73.8852268321055,4.915378806123584,2.822982216823679,2.0923965892999052,171.6171400323412,156.5985,141.5798599676588,327351.35,1.8990268407324424,6.176428571428567,3.439374413313602,18.47991027248137,金叉,超买
45,2024-03-13,300750,180.74,178.92,181.43,177.04,347958,6444102061.0,2.44,-0.37,-0.66,0.89,171.20204087520446,159.50291535369055,153.26032059772794,74.15839657520918,5.995489916137416,3.4574837566864267,2.538006159450989,175.78891764353796,157.94099999999997,140.093082356462,322876.3,1.0776820720505036,6.314999999999998,3.529510395707578,18.686567164179092,金叉,超买
46,2024-03-14,300750,178.63,177.55,181.7,176.7,305356,5642924971.0,2.79,-0.77,-1.37,0.78,173.3180272501363,161.22168532000575,154.05670352894998,72.15358296901732,6.664118393599665,4.098810684069075,2.5653077095305905,178.87133375076678,159.1515,139.43166624923322,319840.6,0.9547130664462236,6.462142857142855,3.6396186184978063,12.909379968203494,金叉,超买
47,2024-03-15,300750,177.37,174.74,177.64,170.59,354836,6371462215.0,3.97,-1.58,-2.81,0.91,173.79201816675754,162.50914386095758,154.73484439685325,74.54831107619798,6.887868700516265,4.656622287358513,2.231246413157752,180.92014385644046,160.05949999999999,139.1988561435595,322131.8,1.1015242829177374,6.551428571428567,3.7492437744240394,10.392317897529857,金叉,超买
48,2024-03-18,300750,183.78,184.7,187.5,182.69,483052,9229188790.0,2.75,5.7,9.96,1.24,177.4280121111717,164.62255873134256,155.7173085149892,78.0524978831499,7.779207331855275,5.281139296257866,2.4980680355974094,184.94368244165298,161.603,138.26231755834704,332738.15,1.4517481689430562,7.226428571428566,3.9125222368319257,17.165693986297903,金叉,超买
49,2024-03-19,300750,184.23,180.99,186.04,180.34,269576,5099068938.0,3.09,-2.01,-3.71,0.69,178.61534140744783,166.18136266169088,156.54592135056333,74.41072005166293,8.092943213025677,5.843500079611428,2.249443133414249,187.4616791043632,163.049,138.6363208956368,335119.55,0.804417408653121,7.184285714285709,3.969437932640316,14.268577561714778,金叉,超买
50,2024-03-20,300750,179.25,183.22,184.98,179.25,210316,3987105281.0,3.17,1.23,2.23,0.54,180.15022760496524,167.80409002724414,157.42048130628257,72.516039535287,8.424412143138937,6.359682492316931,2.0647296508220068,190.14127351140058,164.46300000000002,138.78472648859946,332744.0,0.6320654917894838,7.01428571428571,3.8283406365493446,16.41885881306393,金叉,超买
51,2024-03-21,300750,183.25,182.82,185.62,182.82,187567,3571619013.0,1.53,-0.22,-0.4,0.48,181.0401517366435,169.23417669131612,158.2532524109946,71.5062247939681,8.556196494160588,6.798985292685662,1.7572112014749255,192.3376498476803,165.8995,139.46135015231968,331644.4,0.5655666129143142,6.988571428571423,3.822651476081076,18.79914224446033,金叉,超买
52,2024-03-22,300750,182.83,180.25,183.65,178.73,191034,3563063417.0,2.69,-1.41,-2.57,0.49,180.77676782442902,170.28330272071457,158.97445724997837,69.17726887192539,8.3569255840589,7.11057335096031,1.2463522330985892,193.78175789204985,167.2,140.61824210795012,330687.3,0.5776877430732901,6.976428571428566,3.870418070140675,18.788717543165934,金叉,中性
53,2024-03-25,300750,179.31,178.54,181.94,178.22,164134,3046334226.0,2.06,-0.95,-1.71,0.42,180.03117854961934,171.06965484255127,159.6159504548971,66.81689200467369,7.969155776041248,7.282289835976498,0.6868659400647497,194.3451041419276,168.64000000000001,142.93489585807242,320860.8,0.5115427001366325,6.870714285714281,3.8482772968042354,2.262443438914019,金叉,中性
54,2024-03-26,300750,179.44,185.54,186.87,179.43,302473,5746016495.0,4.17,3.92,7.0,0.78,181.8674523664129,172.44778295278448,160.46591929244144,71.36570561456755,8.132935490260536,7.4524189668333065,0.6805165234272295,195.78235296459997,170.3385,144.89464703540006,321464.4,0.9409222296465798,7.094285714285712,3.8235882905495915,3.3188551063592753,金叉,超买
55,2024-03-27,300750,185.48,181.74,185.49,181.74,206457,3910050276.0,2.02,-2.05,-3.8,0.53,181.82496824427528,173.33275600490023,161.1634301353122,71.0315662286664,7.865436001512023,7.53502237376905,0.3304136277429732,196.05133333575287,171.88799999999998,147.72466666424708,311741.4,0.6622700738496715,7.030714285714282,3.868556336367493,1.576123407109331,金叉,超买
56,2024-03-28,300750,181.81,182.52,185.44,180.34,200367,3792149244.0,2.81,0.43,0.78,0.51,182.05664549618353,174.20773162348115,161.86364554071181,73.73534855027762,7.628444253899801,7.5537067497952,0.07473750410460056,196.7276094732508,173.1515,149.5753905267492,302176.0,0.663080456422747,7.098571428571424,3.8892019661250403,2.7992114897211984,金叉,超买
57,2024-03-29,300750,184.04,183.9,188.74,183.12,164648,3154024728.0,3.08,0.76,1.38,0.42,182.6710969974557,175.13080480219722,162.5861489656065,60.733225732072874,7.465918591196214,7.536149118075404,-0.07023052687918963,197.38311014400114,174.432,151.48088985599884,296357.75,0.555571770942383,5.853571428571426,3.1830187213547716,5.242073938422798,死叉,中性
58,2024-04-01,300750,187.74,191.58,193.57,187.14,275132,5438688735.0,3.5,4.18,7.68,0.71,185.64073133163714,176.69739482103557,163.53676703230792,63.02648719062094,7.866151549577182,7.60214960437576,0.2640019452014224,198.87040846445825,176.129,153.38759153554173,296710.05,0.9272756349169838,6.084999999999998,3.1762188119845485,3.7249593936112824,金叉,中性
59,2024-04-02,300750,191.84,193.44,195.31,190.24,240381,4793028386.0,2.65,0.97,1.86,0.62,188.24048755442476,178.2919286476036,164.5172009001011,65.36182818451125,8.238457695891896,7.729411222678988,0.5090464732129076,200.26635792249954,177.88150000000002,155.4966420775005,294954.3,0.8149770998422468,6.1335714285714245,3.1707875457875434,6.878833084700808,金叉,中性
60,2024-04-03,300750,192.68,191.39,192.69,188.34,234890,4635543375.0,2.25,-1.06,-2.05,0.6,189.29032503628318,179.53936401449852,165.39827628042565,64.43471005423444,8.27273222424796,7.838075422992783,0.43465680125517725,200.5304224754631,179.582,158.6335775245369,297339.8,0.7899716082408074,6.140714285714282,3.2084823061363092,4.459120183386078,金叉,中性
61,2024-04-08,300750,191.39,188.34,193.64,188.34,189576,3729974586.0,2.77,-1.59,-3.05,0.49,188.9735500241888,180.37751982264152,166.1504639433625,64.11374014113741,7.962004493196446,7.862861237033516,0.09914325616292974,198.72654589472359,181.30450000000002,163.88245410527645,295746.1,0.6410092981784038,6.015714285714282,3.194071512007158,3.019363308171985,金叉,中性
62,2024-04-09,300750,187.74,189.74,190.24,187.45,145700,2845224466.0,1.48,0.74,1.4,0.37,189.2290333494592,181.26918460143756,166.92389135505553,56.36042402826859,7.739502658404575,7.838189521307728,-0.0986868629031532,194.12675632174287,183.2045,172.28224367825712,292922.6,0.49740101992813124,5.303571428571426,2.795178364378321,5.264909847434129,死叉,中性
63,2024-04-10,300750,187.85,186.48,188.74,185.27,179615,3459617610.0,1.83,-1.72,-3.26,0.46,188.31268889963948,181.76545273463398,167.5650752450537,57.007914220066354,7.216921418514602,7.713935900749104,-0.4970144822345022,194.01874538770076,183.799,173.57925461229925,263735.85,0.6810412767168362,5.215714285714284,2.796929582643868,4.447182704155939,死叉,中性
64,2024-04-11,300750,184.55,186.34,188.04,180.74,192954,3681659227.0,3.91,-0.08,-0.14,0.5,187.655125933093,182.20112390276407,168.18064654849454,54.207119741100335,6.714079462264465,7.513964613052177,-0.7998851507877118,194.21539816010664,184.137,174.05860183989336,242301.1,0.7963397607357127,5.327857142857141,2.8592128060841158,0.4311738708634216,死叉,中性
65,2024-04-12,300750,184.74,182.13,185.72,181.75,166256,3153751598.0,2.13,-2.26,-4.21,0.43,185.81341728872866,182.1943501977389,168.63800239936356,49.15627292736611,5.907760784720722,7.192723847385886,-1.284963062665164,194.12520278881183,184.2975,174.4697972111882,233216.0,0.712884193194292,5.455714285714284,2.995505565098712,0.21459227467810482,死叉,中性
66,2024-04-15,300750,187.59,190.88,190.88,185.6,305483,5978911501.0,2.9,4.8,8.75,0.78,187.5022781924858,183.0215549408114,169.36724822233523,61.29169322285957,5.906710415879104,6.93552116108453,-1.0288107452054263,194.6722588823265,184.964,175.2557411176735,233222.35,1.3098358712190319,5.7292857142857105,3.0015117949946095,4.580319964935331,死叉,中性
67,2024-04-16,300750,192.74,190.89,193.04,188.66,276231,5450235800.0,2.29,0.01,0.01,0.71,188.63151879499054,183.7709306607341,170.07291221504556,63.610315186246424,5.839372258913386,6.7162913806503015,-0.8769191217369157,194.54028500855568,185.7715,177.00271499144432,229292.1,1.2047122425936174,5.776428571428568,3.0260509044101673,3.800978792822174,死叉,中性
68,2024-04-17,300750,189.09,189.73,190.67,186.76,216192,4211033978.0,2.05,-0.61,-1.16,0.56,188.99767919666036,184.33846107399754,170.71740689651946,55.299772324816594,5.627533278283124,6.498539760176866,-0.8710064818937422,194.94950246825397,186.023,177.09649753174602,215949.1,1.0011248020945676,5.476428571428566,2.8864325997093587,-0.9656540348679465,死叉,中性
69,2024-04-18,300750,187.71,189.3,191.19,185.13,195396,3808772286.0,3.19,-0.23,-0.43,0.5,189.09845279777358,184.81098859075968,171.32667224417455,60.45353982300886,5.363129139290379,6.271457635999569,-0.9083284967091902,195.14961153702444,186.4385,177.72738846297557,212240.1,0.9206365809288631,5.637857142857139,2.9782657912610344,-2.140198511166247,死叉,中性
70,2024-04-19,300750,186.8,184.54,188.2,183.25,184915,3533488436.0,2.61,-2.51,-4.76,0.47,187.57896853184906,184.78518015354447,171.75989610502128,52.516193323368185,4.715141518834059,5.960194412566468,-1.2450528937324084,195.13254356673212,186.50449999999998,177.87645643326783,210970.05,0.8764988205671849,5.705714285714284,3.09185774667513,-3.5790793667380694,死叉,中性
71,2024-04-22,300750,186.54,184.34,188.63,184.31,150987,2903026005.0,2.34,-0.11,-0.2,0.39,186.49931235456606,184.7427820436831,172.17235852780746,50.564681724846,4.137770687777589,5.595709667608692,-1.4579389798311029,195.09796064208268,186.5805,178.06303935791732,209141.05,0.7219386151116675,5.569999999999998,3.021590539221003,-2.123818625889351,死叉,中性
72,2024-04-23,300750,184.87,183.67,186.24,181.62,111138,2113386949.0,2.51,-0.36,-0.67,0.29,185.5562082363774,184.64061232523707,172.54933037935476,37.62128325508603,3.5848132482002484,5.193530383727004,-1.6087171355267555,194.86140109615573,186.75150000000002,178.6415989038443,205146.25,0.5417500929215133,5.209285714285713,2.8362202397156384,-3.199114577843376,死叉,中性
73,2024-04-24,300750,185.74,183.34,186.14,180.14,151543,2865374635.0,3.27,-0.18,-0.33,0.39,184.81747215758494,184.5167444847383,172.90312282593328,33.39907955292571,3.0844071260447947,4.771705732190562,-1.6872986061457675,194.32516362094805,186.9915,179.65783637905196,204516.7,0.7409810543588861,5.275714285714285,2.877557699200548,-1.6838266838266724,死叉,中性
74,2024-04-25,300750,182.31,186.94,188.09,181.63,164183,3150746112.0,3.52,1.96,3.6,0.42,185.52498143838997,184.74753072428703,173.36334830705022,43.04035032843292,2.9443805958541134,4.406240704923273,-1.4618601090691596,194.36348610328616,187.06149999999997,179.75951389671377,197602.2,0.8308763768824435,5.372857142857143,2.874107811520885,0.3219920575292523,死叉,中性
75,2024-04-26,300750,185.75,192.22,192.62,185.75,224881,4413524312.0,3.67,2.82,5.28,0.58,187.75665429225998,185.4591944648311,173.9815991822289,55.67251461988304,3.2223155867776256,4.169455681294144,-0.9471400945165183,194.7829483051437,187.5855,180.3880516948563,198523.4,1.1327682278260396,5.485000000000001,2.8535011965456256,5.539998901883281,死叉,中性
76,2024-04-29,300750,194.31,203.37,207.24,193.74,438630,9119637969.0,7.02,5.8,11.15,1.13,192.96110286150665,187.16498546818053,174.9451533074017,65.50625711035268,4.292808065856974,4.194126158206711,0.09868190765026341,198.3376861025719,188.628,178.91831389742808,210436.55,2.084381254111988,6.358571428571429,3.126602462787741,6.543378038558267,金叉,中性
77,2024-04-30,300750,204.53,201.37,204.53,200.77,214330,4377316692.0,1.85,-0.98,-2.0,0.55,195.76406857433778,188.51784399502048,175.81154172355247,67.43968142422116,4.92304795042503,4.339910516650375,0.5831374337746551,200.4805715262675,189.5015,178.52242847373248,212920.65,1.006619132526601,6.307857142857143,3.1324711440915447,5.490072816805491,金叉,中性
78,2024-05-06,300750,209.77,205.75,210.47,204.8,270999,5634660009.0,2.82,2.18,4.38,0.7,199.09271238289188,190.15900170978043,176.79313051950155,70.67973577668869,5.71012423662026,4.613953260644352,1.096170975975908,203.3667009142611,190.20999999999998,177.05329908573887,212714.0,1.2740064123658998,6.436428571428572,3.1282763409130365,8.443577715701256,金叉,超买
79,2024-05-07,300750,204.95,205.65,206.65,203.92,131799,2722386147.0,1.33,-0.05,-0.1,0.34,201.27847492192794,191.63433488027752,177.73925738771462,77.46380196170017,6.253729597751885,4.941908528065859,1.311821069686026,205.63674780257531,190.82049999999998,176.00425219742465,207284.9,0.6358350270569636,6.303571428571431,3.065193984231184,8.637083993660855,金叉,超买
