,Date,Stock Code,Open,Close,High,Low,Volume,Amount,Amplitude,Price Change %,Price Change,Turnover Rate
249,2025-01-13,601398,6.66,6.6,6.67,6.49,3306033,2177310840.0,2.7,-1.05,-0.07,0.12
250,2025-01-14,601398,6.59,6.61,6.65,6.56,3418853,2259932309.0,1.36,0.15,0.01,0.13
251,2025-01-15,601398,6.6,6.63,6.73,6.58,3075983,2046662181.0,2.27,0.3,0.02,0.11
252,2025-01-16,601398,6.64,6.68,6.69,6.57,2674681,1778119565.0,1.81,0.75,0.05,0.1
253,2025-01-17,601398,6.67,6.61,6.7,6.6,2781346,1846159116.0,1.5,-1.05,-0.07,0.1
254,2025-01-20,601398,6.62,6.57,6.63,6.56,2273623,1498234582.0,1.06,-0.61,-0.04,0.08
255,2025-01-21,601398,6.58,6.55,6.61,6.52,2157435,1417436127.0,1.37,-0.3,-0.02,0.08
256,2025-01-22,601398,6.54,6.44,6.56,6.4,4111694,2658494738.0,2.44,-1.68,-0.11,0.15
257,2025-01-23,601398,6.48,6.66,6.69,6.48,5446820,3602828423.0,3.26,3.42,0.22,0.2
258,2025-01-24,601398,6.67,6.67,6.72,6.57,3282052,2189475262.0,2.25,0.15,0.01,0.12
259,2025-01-27,601398,6.68,6.82,6.85,6.68,3718662,2529075691.0,2.55,2.25,0.15,0.14
260,2025-02-05,601398,6.82,6.69,6.84,6.68,3305406,2222211105.0,2.35,-1.91,-0.13,0.12
261,2025-02-06,601398,6.7,6.69,6.76,6.65,2644237,1768795001.0,1.64,0.0,0.0,0.1
262,2025-02-07,601398,6.67,6.69,6.69,6.61,3676439,2445156830.0,1.2,0.0,0.0,0.14
263,2025-02-10,601398,6.66,6.67,6.74,6.64,3119268,2088870492.0,1.49,-0.3,-0.02,0.12
264,2025-02-11,601398,6.68,6.82,6.82,6.68,3941954,2664073222.0,2.1,2.25,0.15,0.15
265,2025-02-12,601398,6.81,6.9,6.92,6.73,3257811,2231545258.0,2.79,1.17,0.08,0.12
266,2025-02-13,601398,6.89,6.96,6.99,6.87,2945244,2045526566.0,1.74,0.87,0.06,0.11
267,2025-02-14,601398,6.96,6.99,7.0,6.9,2531578,1759162065.0,1.44,0.43,0.03,0.09
268,2025-02-17,601398,6.98,6.96,7.0,6.91,2713460,1885698489.0,1.29,-0.43,-0.03,0.1
269,2025-02-18,601398,6.95,7.09,7.14,6.94,3975121,2808344232.0,2.87,1.87,0.13,0.15
270,2025-02-19,601398,7.08,7.05,7.12,7.03,3220723,2274371586.0,1.27,-0.56,-0.04,0.12
271,2025-02-20,601398,7.04,7.08,7.09,7.0,2513267,1772394388.0,1.28,0.43,0.03,0.09
272,2025-02-21,601398,7.06,6.93,7.07,6.91,5772098,4021172959.0,2.26,-2.12,-0.15,0.21
273,2025-02-24,601398,6.9,6.89,6.94,6.82,4373310,3008552846.0,1.73,-0.58,-0.04,0.16
274,2025-02-25,601398,6.89,6.86,6.93,6.83,3139845,2159709477.0,1.45,-0.44,-0.03,0.12
275,2025-02-26,601398,6.86,6.88,6.94,6.84,3293700,2269557031.0,1.46,0.29,0.02,0.12
276,2025-02-27,601398,6.86,6.93,6.95,6.76,4391902,3015352621.0,2.76,0.73,0.05,0.16
277,2025-02-28,601398,6.9,6.87,6.98,6.87,4315896,2985870129.0,1.59,-0.87,-0.06,0.16
278,2025-03-03,601398,6.87,6.85,6.89,6.78,3964019,2705652927.0,1.6,-0.29,-0.02,0.15
279,2025-03-04,601398,6.82,6.78,6.84,6.78,3436562,2336781175.0,0.88,-1.02,-0.07,0.13
280,2025-03-05,601398,6.77,6.87,6.9,6.73,4599124,3147082337.0,2.51,1.33,0.09,0.17
281,2025-03-06,601398,6.85,6.83,6.86,6.79,3656712,2495349517.0,1.02,-0.58,-0.04,0.14
282,2025-03-07,601398,6.83,6.8,6.85,6.79,3223756,2195284348.0,0.88,-0.44,-0.03,0.12
283,2025-03-10,601398,6.79,6.74,6.8,6.72,3242116,2186689995.0,1.18,-0.88,-0.06,0.12
284,2025-03-11,601398,6.72,6.78,6.78,6.72,2680002,1809114543.0,0.89,0.59,0.04,0.1
285,2025-03-12,601398,6.76,6.72,6.77,6.7,3177702,2135384159.0,1.03,-0.88,-0.06,0.12
286,2025-03-13,601398,6.72,6.73,6.77,6.7,2572950,1734795847.0,1.04,0.15,0.01,0.1
287,2025-03-14,601398,6.72,6.75,6.81,6.72,4890721,3311312295.0,1.34,0.3,0.02,0.18
288,2025-03-17,601398,6.75,6.81,6.83,6.74,3586198,2436756611.0,1.33,0.89,0.06,0.13
289,2025-03-18,601398,6.83,6.8,6.84,6.77,2369528,1611444863.0,1.03,-0.15,-0.01,0.09
290,2025-03-19,601398,6.81,6.87,6.88,6.8,3032694,2077764026.0,1.18,1.03,0.07,0.11
291,2025-03-20,601398,6.87,6.84,6.92,6.81,3008452,2058985286.0,1.6,-0.44,-0.03,0.11
292,2025-03-21,601398,6.82,6.76,6.85,6.75,3087991,2096634446.0,1.46,-1.17,-0.08,0.11
293,2025-03-24,601398,6.76,6.82,6.85,6.76,3060402,2084392843.0,1.33,0.89,0.06,0.11
294,2025-03-25,601398,6.83,6.84,6.87,6.81,1475340,1010182789.0,0.88,0.29,0.02,0.05
